issue_year|issue_date|fesofi_code|edifil_code|issue_name|stamp_name|stamp_face_value|stamp_size|stamp_color|stamp_perforation|stamp_artist|stamp_print_type|stamp_printer|stamp_amount_printed|number_of_stamps_in_issue|issue_description
1995|1995/10/20|3435|3395|Arqueología|Taula de Torralba|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|2|La Cueva de Menga, yacimiento prehistórico de la Edad del Bronce, está situada en la rica vega de Antequera, muy próxima a la ciudad y vecina de los dólmenes de Viera y Romeral, los tres monumentos nacionales. El de Menga, que refleja el sello fue descubierto en 1842 y es, por el tamaño de sus bloques de piedra y por su extensión -21 m de longitud y 5 m de anchura-, a más de su buena conservación, una de las joyas más notables de la prehistoria ibérica.
1995|1995/10/20|3436|3396|Arqueología|Cueva de Menga|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|2|La Taula de Torralba, cercana a Alayor, entre Mahón y Ciudadela, es una estación megalítica en la que se encuentran restos talayóticos que por su antigüedad y conservación son ejemplares únicos en nuestra geografía; uno de ellos, la Taula, es el motivo del sello. Las excavaciones recientes en su entorno dieron como fruto el descubrimiento de una estatuilla en bronce de un caballo, otra de un becerro y una tercera de la afrodita diosa Tanít; ello hace suponer el sentido religioso del recinto que rodea al monumento. De los hallazgos deducen los arqueólogos que su antigüedad se remonta al año 700 antes de Cristo por la perfección del pulimiento de sus piedras y los restos de cerámica encontrados.
1995|1995/10/27|3437|3401|Pintura Española|H.B. «Lectura de José Zorrilla en el estudio del artista «(Esquivel)|19, 30, 60 y 60 pta|Hoja 144 x 91,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|4|En éste minipliego, que viene a rellenar uno de los huecos filatélicos de la pintura romántica, se recoge una obra del pintor Antonio Maria Esquivel (Sevilla, 1806; Madrid, 1857), quizá la más representativa de su pintura. Esquivel, con tradición familiar de pintores sevillanos, herederos de Murillo, excelente retratista, plasma en este cuadro que tuvo varios títulos: «Reunión de Poetas», «Los Poetas Contemporáneos», un documento deliciosamente pintado, que reúne, en retratos llenos de vida, lo más granado de la intelectualidad madrileña, en torno al joven Zorrilla y al pintor; el uno entero, enfundado en su negra levita, lee los versos en el centro del semicírculo; Esquivel interrumpe su trabajo de caballete, observa a los presentes y los retrata. Allí poetas, políticos, gente de teatro, de la prensa y de la alta sociedad y aun los ausentes como el duque de Rívas, a la sazón en Nápoles, y Espronceda, recientemente fallecido: Ventura de la Vega y Mesonero Romanos, cediendo don Ventura su silla a Zorrilla para que descanse y cabalgando la suya don Ramón para oír mejor al poeta. Todo contribuye a hacer de esta deliciosa pintura una estampa viva del más puro romanticismo madrileño.
1995|1995/10/27|3438|3397|Pintura Española|Sello H.B. Antonio Gil y Zarate|19 pta|28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|4|En éste minipliego, que viene a rellenar uno de los huecos filatélicos de la pintura romántica, se recoge una obra del pintor Antonio Maria Esquivel (Sevilla, 1806; Madrid, 1857), quizá la más representativa de su pintura. Esquivel, con tradición familiar de pintores sevillanos, herederos de Murillo, excelente retratista, plasma en este cuadro que tuvo varios títulos: «Reunión de Poetas», «Los Poetas Contemporáneos», un documento deliciosamente pintado, que reúne, en retratos llenos de vida, lo más granado de la intelectualidad madrileña, en torno al joven Zorrilla y al pintor; el uno entero, enfundado en su negra levita, lee los versos en el centro del semicírculo; Esquivel interrumpe su trabajo de caballete, observa a los presentes y los retrata. Allí poetas, políticos, gente de teatro, de la prensa y de la alta sociedad y aun los ausentes como el duque de Rívas, a la sazón en Nápoles, y Espronceda, recientemente fallecido: Ventura de la Vega y Mesonero Romanos, cediendo don Ventura su silla a Zorrilla para que descanse y cabalgando la suya don Ramón para oír mejor al poeta. Todo contribuye a hacer de esta deliciosa pintura una estampa viva del más puro romanticismo madrileño.
1995|1995/10/27|3439|3398|Pintura Española|Sello H.B. Lectura de Jose Zorrilla|30 pta|28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|4|En éste minipliego, que viene a rellenar uno de los huecos filatélicos de la pintura romántica, se recoge una obra del pintor Antonio Maria Esquivel (Sevilla, 1806; Madrid, 1857), quizá la más representativa de su pintura. Esquivel, con tradición familiar de pintores sevillanos, herederos de Murillo, excelente retratista, plasma en este cuadro que tuvo varios títulos: «Reunión de Poetas», «Los Poetas Contemporáneos», un documento deliciosamente pintado, que reúne, en retratos llenos de vida, lo más granado de la intelectualidad madrileña, en torno al joven Zorrilla y al pintor; el uno entero, enfundado en su negra levita, lee los versos en el centro del semicírculo; Esquivel interrumpe su trabajo de caballete, observa a los presentes y los retrata. Allí poetas, políticos, gente de teatro, de la prensa y de la alta sociedad y aun los ausentes como el duque de Rívas, a la sazón en Nápoles, y Espronceda, recientemente fallecido: Ventura de la Vega y Mesonero Romanos, cediendo don Ventura su silla a Zorrilla para que descanse y cabalgando la suya don Ramón para oír mejor al poeta. Todo contribuye a hacer de esta deliciosa pintura una estampa viva del más puro romanticismo madrileño.
1995|1995/10/27|3440|3399|Pintura Española|Sello H.B. Antonio Maria Esquivel|60 pta|28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|4|En éste minipliego, que viene a rellenar uno de los huecos filatélicos de la pintura romántica, se recoge una obra del pintor Antonio Maria Esquivel (Sevilla, 1806; Madrid, 1857), quizá la más representativa de su pintura. Esquivel, con tradición familiar de pintores sevillanos, herederos de Murillo, excelente retratista, plasma en este cuadro que tuvo varios títulos: «Reunión de Poetas», «Los Poetas Contemporáneos», un documento deliciosamente pintado, que reúne, en retratos llenos de vida, lo más granado de la intelectualidad madrileña, en torno al joven Zorrilla y al pintor; el uno entero, enfundado en su negra levita, lee los versos en el centro del semicírculo; Esquivel interrumpe su trabajo de caballete, observa a los presentes y los retrata. Allí poetas, políticos, gente de teatro, de la prensa y de la alta sociedad y aun los ausentes como el duque de Rívas, a la sazón en Nápoles, y Espronceda, recientemente fallecido: Ventura de la Vega y Mesonero Romanos, cediendo don Ventura su silla a Zorrilla para que descanse y cabalgando la suya don Ramón para oír mejor al poeta. Todo contribuye a hacer de esta deliciosa pintura una estampa viva del más puro romanticismo madrileño.
1995|1995/10/27|3441|3400|Pintura Española|Sello H.B. Conde de Toreno y Campoamor, Duque de Frias|60 pta|28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|4|En éste minipliego, que viene a rellenar uno de los huecos filatélicos de la pintura romántica, se recoge una obra del pintor Antonio Maria Esquivel (Sevilla, 1806; Madrid, 1857), quizá la más representativa de su pintura. Esquivel, con tradición familiar de pintores sevillanos, herederos de Murillo, excelente retratista, plasma en este cuadro que tuvo varios títulos: «Reunión de Poetas», «Los Poetas Contemporáneos», un documento deliciosamente pintado, que reúne, en retratos llenos de vida, lo más granado de la intelectualidad madrileña, en torno al joven Zorrilla y al pintor; el uno entero, enfundado en su negra levita, lee los versos en el centro del semicírculo; Esquivel interrumpe su trabajo de caballete, observa a los presentes y los retrata. Allí poetas, políticos, gente de teatro, de la prensa y de la alta sociedad y aun los ausentes como el duque de Rívas, a la sazón en Nápoles, y Espronceda, recientemente fallecido: Ventura de la Vega y Mesonero Romanos, cediendo don Ventura su silla a Zorrilla para que descanse y cabalgando la suya don Ramón para oír mejor al poeta. Todo contribuye a hacer de esta deliciosa pintura una estampa viva del más puro romanticismo madrileño.
1995|1995/11/17|3442|3402|Navidad|Adoración de los Reyes|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|n/a|1|El motivo de este sello navideño, la «Adoración de los Reyes», se encuentra representado en un capitel de la Colegiata de San Martin de Elines (Cantabria). Construida en el siglo XII, es una de las cuatro colegiatas románicas de esta región levantadas sobre los restos de lo que debieron ser interesantes iglesias mozárabes. Se ubica muy cerca de la línea divisoria con la provincia de Burgos, a orillas del Ebro, ya en la Meseta Castellana. Torre y ábside son los elementos más notables de esta construcción. La torre es circular, románica en toda su altura, excepto en el remate que es de una época muy posterior.
1995|1995/11/22|3443|3403|S M. Don Juan Carlos I|S M Don Juan Carlos I|1000 pta|28,8 x 40,9 mm|violeta|13 3/4|n/a|Calcografía|Fábrica Nacional de Moneda y Timbre|n/a|1|La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La nueva fotografía del Rey fue realizada por Jorge Martín Burguillo.
1995|1995/12/20|3444|3404|Espamer 96|Lorenzo Galindez|60 pta|33,2 x 49,8 mm|multicolor|13 1/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.500.000|2|El doctor Lorenzo Galíndez de Carvajal nació en 1472 en Plasencia. Catedrático de Leyes en la Universidad de Salamanca, fue un personaje ilustre en la corte del rey Don Fernando, Regente de Castilla. Entre otros importantes cargos obtuvo el de «Correo Mayor de Indias y Tierra Firme del mar Océano», en 1514.
1995|1995/12/20|3445|3405|Espamer 96|Estación de FFCC|60 pta|49,8 x 33,2 mm|multicolor|13 1/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.500.000|2|Declarada «monumento» en 1987 por la Junta de Andalucía, la estación de ferrocarril Sevilla-Plaza de Armas (llamada popularmente estación de Córdoba) sirve de adecuado marco para ferias y exposiciones, una vez que fueron eliminados el servicio de ferrocarriles y las vías. Está construida a finales del siglo XIX, en estilo neo mudéjar. En este recinto tendrán lugar conjuntamente la Exposición Filatélica de América y Europa, Espamer y Aviación y Espacio con categoría de exposición mundial otorgada por la FIP (Federación Internacional de Filatelia).
1996|1996/01/30|3446|3406|Cine Español|Salida de los fieles del Pilar (Eduardo Jimeno)|30 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|n/a|2|Madrid fue el lugar de estreno del cinematógrafo que tanto éxito había alcanzado en Paris. A. Promio, delegado de los hermanos Lumiére, presentaba el invento, el día 13 de mayo de 1896, en la planta baja del Hotel de Rusia, situado en la carrera de San Jerónimo, la vía más elegante de la capital por aquellas fechas. Eduardo Jimeno y su hijo Eduardo Jimeno Correa, de Zaragoza, propulsaron más tarde el cine por toda España, con proyecciones en Madrid, Burgos, Bilbao y Santander, utilizando como salas en algunos casos una posada y una carbonería. En 1896, realizaron la primera película española «Salida de los fieles del Pilar de Zaragoza». Fructuoso Gelabert, catalán hijo de mallorquines y residente en Barcelona, rodó a principios de agosto de 1897, con Biosca como operador, «Riña en un café», a la que siguieron «Salida de los trabajadores de la fábrica España Industrial» y «Salida del público de la iglesia de Santa María de Sans».
1996|1996/01/30|3447|3407|Cine Español|Bienvenido Mr. Marshall (Berlanga)|60 pta|40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|n/a|2|Bienvenido, Mister Marshall, de Luis García Berlanga, rodada en 1952, con la colaboración como guionistas de Bardem y de Mihura, es un clásico del cine español. A través de la parodia del género folklórico, una de las señas de identidad más fuertes de este cine, retrata la España rural de la época. La anécdota de la esperada ayuda del visitante americano, rica de ironía y de amargura, sirve para darnos a conocer los personajes más típicos de un pueblo castellano. La película es casi un documental, con una lista de actores-personajes inolvidables. Actores que en películas posteriores demostraron, especialmente los secundarios, que eran y son el gran valor del cine español.
1996|1996/02/07|3448|3408|Museo de la Mineria|Lámpara de seguridad|30 pta|28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|5.000.000|2|El Museo de la Minería y de la Industria fue inaugurado en marzo de 1994. Está situado en San Vicente, El Entrego (Asturias) en plena cuenca hullera asturiana sobre una antigua escombrera minera, junto al rio Nalón y rodeado de pozos en explotación o ya abandonados. Consta de dos plantas y de una mina -a la que se accede por una ‘jaula minera,- con dos galerías a distinta profundidad. En su exterior se exponen también locomotoras antiguas empleadas en el transporte minero. El Museo muestra una visión muy completa de la minería del carbón y de la importancia de este combustible como fuerza motriz de la máquina de vapor. Exhibe también una colección muy notable de mineralogía asturiana; todos los aposentos relacionados con una explotación minera (laboratorio, gabinete de geómetras, enfermería, casa de baños) y una colección histórica de lámparas de minas.
1996|1996/02/07|3449|3409|Museo de la Mineria|Fluorita ámbar|60 pta|28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|5.000.000|2|La fluorita es un mineral compuesto de flúor y calcio que presenta sus cristales en forma de cubos y octaedros. Se encuentra en una gran variedad de colores que varían desde el púrpura, verde, incoloro, blanco y amarillo a rosa, rojo, azul y negro. Es bastante común y aparece alrededor de fuentes termales asociada a otros minerales. En la antigüedad era ya utilizada como piedra de adorno. Se sigue aplicando a las artes decorativas, en metalurgia para facilitar la fundición y especialmente en el grabado de cristal. En España los yacimientos más abundantes se encuentran en Caravia y La Collada (Asturias) y en los montes Papiol y Montseny en Barcelona.
